"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","deposit"
39,"unemployed",2,"basic.9y",0,1,2,"cellular","nov","tue","530sec",1,999,1,"failure",-0.1,93.2,-42,"4.153%",5195.8,"no"
41,"blue-collar",2,"basic.9y",1,1,1,"telephone","may","wed","230sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"no"
48,"services",2,"high.school",1,2,1,"cellular","aug","thu","310sec",1,999,0,"nonexistent",1.4,93.444,-36.1, ,5228.1,"no"
58,"admin.",2,"basic.9y",0,1,1,"cellular","aug","fri","131sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.966%",5228.1,"no"
33,"admin.",2,"high.school",1,1,2,"telephone","may","wed","357sec", ,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
30,"technician",3,"university.degree",0,1,1,"telephone","jun","tue","722sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
54,"entrepreneur",2,"university.degree",0,1,1,"telephone","jun","mon","100sec",17,999,0,"nonexistent",1.4,94.465,-41.8,"4.96%",5228.1,"no"
46,"management",2,"basic.6y",0,1,1,"telephone","may","wed","332sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"no"
48,"blue-collar",2,"basic.9y",1,1,2,"cellular","may","tue","276sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.291%",5099.1,"no"
57,"retired",3,"basic.4y",1,1,2,"telephone","jul","fri","93sec",11,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
27,"services",3,"high.school",1,2,1,"telephone","may","mon","343sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
48,"management",2,"university.degree",1,2,1,"cellular","nov","fri","118sec",1,999,0,"nonexistent",-0.1,93.2,-42, ,5195.8,"no"
29,"management",3,"university.degree",1,1,1,"cellular","nov","wed","62sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
39,"technician",3,"professional.course",1,2,1,"telephone","jul","mon","241sec",3,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
34,"blue-collar",3,"basic.9y",1,1,1,"cellular","may","thu","484sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
43,"unemployed",1,"basic.9y",1,1,1,"cellular","jul","mon","39sec",9,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
38,"self-employed",2,"basic.9y",1,1,1,"cellular","may","wed","270sec",4,999,1,"failure",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
41,"blue-collar",2,"basic.6y",1,2,1,"cellular","may","fri","432sec", ,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
46,"blue-collar",2,"basic.4y",0,2,1,"cellular","aug","tue","58sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.966%",5228.1,"no"
30,"technician",3,"university.degree",0,2,1,"cellular","aug","thu","123sec",1,999,0,"nonexistent",1.4,93.444,-36.1, ,5228.1,"no"
31,"technician",2,"basic.9y",1,2,1,"cellular","nov","wed","17sec",5,999,1,"failure",-0.1,93.2,-42,"4.12%",5195.8,"no"
32,"admin.",2,"university.degree",1,1,1,"telephone","jul","thu","136sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
56,"management",2,"basic.4y",0,2,1,"cellular","jul","tue","122sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
47,"blue-collar",2,"high.school",1,2,1,"cellular","jul","tue","20sec", ,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
48,"blue-collar",2,"basic.9y",1,2,1,"cellular","aug","tue","100sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
33,"technician",1,"professional.course",1,2,1,"telephone","may","wed","103sec",1,999,0,"nonexistent",1.1,93.994,-36.4, ,5191,"no"
40,"admin.",3,"basic.9y",1,1,1,"cellular","jul","mon","1089sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
50,"blue-collar",2,"basic.4y",0,2,1,"telephone","jun","thu","56sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
57,"housemaid",2,"basic.4y",1,2,1,"telephone","jun","mon","210sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
35,"admin.",1,"high.school",1,2,2,"telephone","may","mon","82sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
50,"admin.",2,"high.school",1,2,2,"cellular","sep","fri","128sec",1,999,0,"nonexistent",-3.4,92.379,-29.8,"0.803%",5017.5,"no"
30,"self-employed",3,"university.degree",1,1,1,"cellular","apr","thu","159sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.435%",5099.1,"no"
40,"admin.",3,"university.degree",1,1,1,"telephone","jul","fri","241sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
38,"blue-collar",2,"basic.4y",1,2,1,"telephone","jun","wed","25sec",41,999,0,"nonexistent",1.4,94.465,-41.8,"4.962%",5228.1,"no"
52,"blue-collar",2,"basic.4y",1,2,1,"telephone","jun","mon","140sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
50,"management",2,"basic.6y",1,2,1,"cellular","apr","fri","704sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
31,"unemployed",2,"basic.9y",1,2,1,"cellular","may","fri","201sec",3,10,1,"success",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
50,"blue-collar",2,"unknown",0,1,1,"cellular","jul","thu","1275sec",1,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"yes"
26,"admin.",2,"high.school",1,2,1,"cellular","nov","mon","432sec",5,999,0,"nonexistent",-3.4,92.649,-30.1,"0.714%",5017.5,"yes"
20,"student",3,"high.school",1,2,1,"cellular","may","wed","297sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.27%",5099.1,"no"
34,"admin.",2,"university.degree",1,2,1,"telephone","jun","fri","31sec",6,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
57,"blue-collar",2,"basic.4y",0,1,1,"cellular","jul","tue","369sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
47,"technician",1,"high.school",1,2,1,"cellular","jul","thu","43sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
34,"technician",2,"high.school",1,1,1,"cellular","nov","thu","732sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"yes"
56,"self-employed",1,"high.school",1,1,1,"cellular","nov","tue","79sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
39,"blue-collar",3,"basic.4y",1,2,1,"telephone","mar","tue","137sec",3,999,0,"nonexistent",-1.8,92.843,-50,"1.687%",5099.1,"no"
41,"admin.",1,"high.school",1,2,1,"cellular","aug","fri","178sec",1,6,2,"success",-1.7,94.027,-38.3,"0.905%",4991.6,"yes"
45,"blue-collar",2,"basic.4y",0,2,1,"telephone","may","tue","68sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
48,"admin.",1,"university.degree",1,1,1,"telephone","jun","tue","418sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
42,"technician",2,"high.school",0,2,1,"cellular","jul","wed","197sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.957%",5228.1,"no"
37,"blue-collar",2,"high.school",1,2,1,"cellular","apr","mon","233sec",3,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
57,"technician",3,"professional.course",1,2,1,"telephone","jun","thu","451sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.866%",5228.1,"no"
27,"technician",3,"university.degree",1,2,1,"cellular","jul","mon","258sec",3,999,0,"nonexistent",-2.9,92.469,-33.6,"0.944%",5076.2,"no"
33,"admin.",3,"university.degree",1,2,1,"cellular","may","wed","96sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
36,"management",2,"university.degree",1,2,1,"cellular","may","mon","267sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.354%",5099.1,"yes"
32,"technician",2,"university.degree",1,1,1,"telephone","apr","thu","130sec", ,999,0,"nonexistent",-1.8,93.075,-47.1,"1.41%",5099.1,"no"
36,"admin.",2,"university.degree",1,1,1,"cellular","may","thu","105sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
42,"entrepreneur",2,"unknown",0,2,1,"telephone","may","mon","293sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
41,"entrepreneur",2,"university.degree",1,2,1,"telephone","jun","fri","23sec",1,999,0,"nonexistent",-1.7,94.055,-39.8,"0.732%",4991.6,"no"
51,"housemaid",2,"basic.9y",1,2,1,"cellular","jul","tue","681sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
26,"unemployed",3,"university.degree",1,2,1,"cellular","aug","thu","203sec",1,3,3,"success",-1.7,94.027,-38.3,"0.904%",4991.6,"yes"
41,"housemaid",2,"high.school",1,2,1,"telephone","nov","fri","1074sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"yes"
33,"technician",3,"university.degree",1,1,1,"cellular","apr","thu","304sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.435%",5099.1,"no"
23,"technician",2,"professional.course",1,1,1,"cellular","jul","thu","81sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.958%",5228.1,"no"
56,"self-employed",2,"university.degree",1,1,1,"cellular","jun","thu","754sec",3,999,0,"nonexistent",-2.9,92.963,-40.8,"1.235%",5076.2,"no"
34,"admin.",0,"university.degree",1,2,1,"cellular","may","mon","304sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
35,"technician",2,"university.degree",0,1,1,"telephone","may","wed","899sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
66,"retired",2,"basic.6y",0,1,1,"cellular","aug","wed","174sec",1,999,0,"nonexistent",-2.9,92.201,-31.4,"0.879%",5076.2,"no"
56,"technician",2,"professional.course",1,2,1,"cellular","jul","mon","163sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
32,"technician",2,"professional.course",1,1,1,"cellular","aug","wed","67sec",4,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
39,"technician",2,"professional.course",1,1,1,"telephone","may","fri","197sec",12,999,0,"nonexistent",1.1,93.994,-36.4,"4.864%",5191,"no"
40,"technician",2,"basic.9y",1,1,1,"telephone","may","tue","135sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
33,"admin.",2,"university.degree",1,2,1,"telephone","may","wed","174sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.859%",5191,"no"
40,"services",2,"high.school",1,2,1,"cellular","apr","thu","124sec",1,999,1,"failure",-1.8,93.075,-47.1,"1.365%",5099.1,"no"
25,"services",3,"high.school",1,1,1,"cellular","jul","wed","643sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
41,"technician",2,"professional.course",1,0,0,"cellular","jun","tue","318sec",1,4,3,"success",-2.9,92.963,-40.8,"1.262%",5076.2,"yes"
48,"admin.",1,"university.degree",1,2,1,"cellular","may","mon","28sec",6,999,0,"nonexistent",-1.8,92.893,-46.2, ,5099.1,"no"
45,"services",3,"unknown",1,1,1,"cellular","apr","fri","345sec",1,6,1,"success",-1.8,93.075,-47.1,"1.405%",5099.1,"yes"
55,"admin.",1,"high.school",1,0,0,"cellular","nov","wed","370sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
48,"blue-collar",2,"basic.4y",0,2,1,"cellular","apr","thu","627sec",2,5,3,"failure",-1.8,93.075,-47.1,"1.435%",5099.1,"no"
49,"technician",1,"professional.course",1,2,1,"cellular","oct","fri","251sec",2,3,1,"success",-1.1,94.601,-49.5,"0.972%",4963.6,"yes"
33,"technician",3,"university.degree",1,1,1,"cellular","aug","thu","68sec",9,999,0,"nonexistent",1.4,93.444,-36.1,"4.962%",5228.1,"no"
36,"technician",2,"university.degree",1,1,2,"cellular","may","mon","287sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.354%",5099.1,"yes"
34,"admin.",3,"unknown",1,2,1,"cellular","may","thu","473sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.327%",5099.1,"no"
33,"admin.",1,"high.school",1,1,1,"telephone","nov","wed","50sec",4,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
45,"unknown",2,"unknown",0,1,1,"telephone","jun","wed","113sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
36,"management",2,"university.degree",1,1,2,"cellular","apr","wed","180sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.445%",5099.1,"no"
35,"admin.",3,"professional.course",1,2,1,"cellular","nov","fri","92sec",3,999,4,"failure",-1.1,94.767,-50.8,"1.04%",4963.6,"no"
31,"blue-collar",2,"basic.9y",0,2,1,"telephone","jul","tue","289sec",2,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
36,"admin.",2,"high.school",1,2,1,"cellular","may","mon","329sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
26,"admin.",3,"university.degree",1,2,1,"cellular","may","tue","104sec",5,999,0,"nonexistent",-1.8,92.893,-46.2,"1.291%",5099.1,"no"
46,"admin.",2,"high.school",1,2,1,"telephone","jun","wed","95sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
54,"retired",2,"high.school",1,1,1,"cellular","nov","tue","172sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
40,"blue-collar",2,"basic.4y",1,1,1,"cellular","may","thu","104sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
36,"technician",3,"high.school",1,1,1,"cellular","aug","tue","78sec",1,999,0,"nonexistent",1.4,93.444,-36.1, ,5228.1,"no"
20,"blue-collar",3,"high.school",1,2,1,"cellular","may","wed","410sec", ,999,0,"nonexistent",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
34,"admin.",2,"university.degree",1,1,1,"cellular","aug","wed","126sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
31,"management",3,"university.degree",1,1,1,"cellular","nov","tue","82sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.153%",5195.8,"no"
36,"admin.",2,"high.school",1,2,1,"cellular","nov","thu","231sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
54,"blue-collar",2,"basic.9y",0,2,1,"cellular","may","wed","303sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
25,"student",3,"high.school",1,2,1,"telephone","jun","tue","173sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
35,"admin.",3,"high.school",1,1,1,"telephone","may","fri","162sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.864%",5191,"no"
24,"student",3,"high.school",1,1,1,"cellular","aug","thu","136sec",1,999,2,"failure",-2.9,92.201,-31.4,"0.873%",5076.2,"no"
36,"admin.",3,"university.degree",1,2,1,"cellular","aug","mon","770sec",7,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
29,"admin.",3,"university.degree",1,2,1,"telephone","jul","thu","122sec",12,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
38,"self-employed",3,"university.degree",1,1,1,"telephone","may","mon","414sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"yes"
45,"services",3,"unknown",1,1,1,"telephone","apr","fri","541sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"yes"
37,"admin.",1,"basic.9y",1,1,1,"telephone","jun","tue","1363sec",7,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"yes"
41,"self-employed",2,"basic.4y",1,1,1,"telephone","jun","mon","174sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
33,"admin.",2,"high.school",1,1,1,"cellular","jul","wed","254sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
36,"admin.",3,"university.degree",1,2,1,"cellular","jul","thu","33sec",33,999,0,"nonexistent",1.4,93.918,-42.7,"4.968%",5228.1,"no"
46,"unemployed",2,"basic.9y",1,2,1,"cellular","aug","thu","64sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
37,"management",2,"university.degree",1,1,1,"cellular","nov","tue","96sec",2,999,1,"failure",-0.1,93.2,-42,"4.153%",5195.8,"no"
41,"technician",2,"basic.6y",1,2,1,"telephone","nov","mon","60sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.191%",5195.8,"no"
38,"entrepreneur",2,"university.degree",1,2,1,"cellular","nov","thu","106sec",3,999,1,"failure",-0.1,93.2,-42,"4.076%",5195.8,"no"
47,"blue-collar",1,"basic.9y",0,2,1,"telephone","may","thu","65sec",7,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
52,"management",2,"university.degree",1,1,1,"telephone","nov","mon","127sec",4,999,1,"failure",-0.1,93.2,-42,"4.191%",5195.8,"no"
35,"self-employed",0,"university.degree",1,1,1,"cellular","nov","thu","221sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
35,"self-employed",2,"university.degree",1,2,1,"cellular","jun","thu","269sec",1,999,0,"nonexistent",-2.9,92.963,-40.8,"1.26%",5076.2,"yes"
33,"admin.",3,"university.degree",1,1,1,"cellular","aug","tue","247sec",9,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
52,"unemployed",2,"high.school",1,2,1,"telephone","jun","tue","235sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
33,"admin.",2,"high.school",1,1,1,"cellular","apr","thu","113sec",2,999,1,"failure",-1.8,93.075,-47.1,"1.365%",5099.1,"no"
60,"retired",2,"basic.6y",0,1,1,"cellular","jul","fri","135sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
40,"technician",2,"university.degree",0,1,1,"cellular","jul","mon","185sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
61,"blue-collar",2,"high.school",1,1,1,"cellular","oct","wed","190sec",1,2,1,"success",-3.4,92.431,-26.9,"0.724%",5017.5,"no"
30,"technician",2,"professional.course",1,2,1,"telephone","may","wed","265sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
40,"management",2,"university.degree",1,1,1,"cellular","aug","fri","231sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.966%",5228.1,"no"
38,"admin.",3,"basic.9y",1,1,1,"telephone","jun","thu","406sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.958%",5228.1,"no"
31,"admin.",2,"university.degree",1,1,1,"cellular","aug","tue","111sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
43,"management",2,"university.degree",1,2,2,"cellular","nov","wed","1084sec",1,999,1,"failure",-0.1,93.2,-42,"4.12%",5195.8,"yes"
35,"technician",3,"professional.course",1,2,2,"cellular","aug","thu","55sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
31,"blue-collar",2,"basic.9y",1,1,1,"telephone","may","wed","196sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
26,"admin.",3,"high.school",1,1,1,"cellular","jul","fri","1310sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"yes"
49,"blue-collar",2,"basic.6y",0,1,1,"cellular","jul","wed","221sec",1,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
66,"unknown",1,"unknown",0,2,1,"cellular","may","wed","82sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.27%",5099.1,"no"
49,"technician",1,"unknown",1,2,2,"cellular","oct","thu","81sec",1,999,0,"nonexistent",-3.4,92.431,-26.9,"0.754%",5017.5,"no"
48,"technician",1,"professional.course",1,1,1,"telephone","jun","mon","204sec",5,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
54,"technician",2,"high.school",0,1,1,"cellular","jul","thu","1756sec",1,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
38,"admin.",2,"high.school",1,2,1,"cellular","may","wed","197sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
41,"admin.",1,"university.degree",1,2,1,"cellular","aug","thu","339sec", ,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
19,"student",3,"high.school",0,1,2,"cellular","may","tue","106sec",4,999,0,"nonexistent",-1.8,92.893,-46.2,"1.344%",5099.1,"no"
48,"management",2,"university.degree",1,2,1,"cellular","oct","wed","294sec", ,999,1,"failure",-3.4,92.431,-26.9,"0.74%",5017.5,"yes"
45,"technician",3,"university.degree",0,1,1,"cellular","aug","tue","117sec",4,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
45,"management",2,"university.degree",1,1,1,"cellular","may","thu","647sec", ,999,1,"failure",-1.8,92.893,-46.2,"1.327%",5099.1,"yes"
49,"self-employed",2,"university.degree",1,1,1,"cellular","jul","thu","114sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.958%",5228.1,"no"
30,"blue-collar",2,"basic.9y",1,2,1,"cellular","jul","tue","336sec",7,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
35,"admin.",3,"university.degree",1,1,1,"cellular","nov","thu","295sec",3,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"yes"
39,"admin.",2,"basic.9y",0,2,1,"telephone","may","wed","16sec",6,999,0,"nonexistent",-1.8,92.893,-46.2,"1.281%",5099.1,"no"
32,"admin.",3,"professional.course",1,2,2,"telephone","may","fri","73sec",4,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
26,"student",3,"university.degree",1,2,1,"cellular","jun","thu","112sec",1,999,0,"nonexistent",-2.9,92.963,-40.8,"1.26%",5076.2,"no"
31,"admin.",3,"university.degree",1,1,2,"cellular","aug","fri","187sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
42,"admin.",2,"university.degree",1,1,2,"cellular","jul","thu","56sec",25,999,0,"nonexistent",1.4,93.918,-42.7,"4.968%",5228.1,"no"
41,"self-employed",2,"university.degree",1,1,1,"cellular","aug","mon","135sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
39,"technician",2,"professional.course",1,1,1,"cellular","aug","wed","458sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.965%",5228.1,"no"
29,"technician",3,"university.degree",1,1,1,"cellular","may","mon","68sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.244%",5099.1,"no"
36,"self-employed",2,"basic.9y",1,1,1,"cellular","apr","fri","214sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
32,"technician",2,"university.degree",1,2,1,"cellular","aug","thu","67sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
30,"admin.",3,"university.degree",1,1,1,"cellular","aug","thu","122sec",5,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
34,"management",2,"university.degree",1,2,1,"telephone","may","fri","197sec",4,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
24,"student",3,"high.school",1,1,1,"cellular","jun","wed","288sec",6,6,1,"success",-1.7,94.055,-39.8,"0.727%",4991.6,"yes"
32,"blue-collar",2,"professional.course",1,2,1,"cellular","may","thu","260sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
38,"blue-collar",3,"high.school",1,1,1,"telephone","may","tue","112sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
32,"technician",3,"professional.course",1,1,1,"cellular","may","tue","146sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.344%",5099.1,"no"
56,"entrepreneur",2,"university.degree",1,2,2,"cellular","may","fri","536sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
